M: 2
N: 50
Nun_Veiculos: 25
Capacidade_Total: 2203
Demanda_Total: 1127
Setup_Min: 1
Setup_Max: 99
Raio: 20
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 0
Tempos_Processamentos
0	0	1	0	
0	35	1	12	
0	43	1	14	
0	42	1	6	
0	29	1	34	
0	21	1	31	
0	28	1	26	
0	12	1	22	
0	10	1	10	
0	2	1	16	
0	40	1	29	
0	40	1	40	
0	6	1	3	
0	23	1	40	
0	30	1	5	
0	30	1	30	
0	25	1	19	
0	15	1	41	
0	21	1	38	
0	4	1	44	
0	27	1	9	
0	13	1	26	
0	6	1	18	
0	19	1	19	
0	35	1	8	
0	13	1	25	
0	46	1	48	
0	43	1	7	
0	36	1	30	
0	10	1	40	
0	42	1	19	
0	22	1	46	
0	30	1	31	
0	48	1	38	
0	27	1	19	
0	33	1	46	
0	43	1	10	
0	20	1	34	
0	46	1	47	
0	33	1	13	
0	6	1	28	
0	33	1	47	
0	7	1	28	
0	46	1	12	
0	32	1	12	
0	43	1	41	
0	30	1	34	
0	40	1	40	
0	31	1	20	
0	11	1	32	
0	23	1	8	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	12	7	6	13	10	11	5	14	10	13	14	10	15	16	12	6	4	9	8	12	3	10	8	17	16	11	13	9	20	11	15	5	12	10	13	9	10	11	9	17	13	15	12	7	17	7	13	11	10	
0	14	0	11	12	19	6	15	17	2	7	13	16	9	14	13	10	10	13	11	5	12	15	8	7	16	13	15	10	11	15	13	5	9	8	9	12	13	7	10	9	17	15	17	12	9	18	9	4	13	9	
0	4	10	0	6	13	5	12	9	12	3	9	7	5	15	9	9	10	8	8	1	9	7	5	6	13	9	11	6	8	13	8	10	8	7	10	7	10	5	6	2	10	12	14	11	6	14	11	6	10	5	
0	13	12	11	0	7	12	10	12	8	10	15	9	4	9	14	9	10	8	4	8	10	7	6	11	14	12	14	11	4	16	6	9	8	13	4	8	11	5	5	11	14	8	10	16	2	11	11	10	6	7	
0	13	12	9	15	0	14	13	5	14	11	15	12	8	17	17	12	8	6	10	9	11	15	7	10	15	5	13	14	10	9	12	13	7	16	12	14	11	11	9	11	19	14	16	14	8	4	12	13	12	12	
0	10	5	6	12	19	0	12	14	7	7	12	11	4	10	10	4	5	12	6	5	7	11	3	1	11	11	10	7	6	15	8	9	3	2	12	10	12	2	5	8	16	10	12	6	4	16	8	7	8	6	
0	11	12	7	13	20	7	0	2	3	8	13	10	10	11	14	9	6	13	8	6	13	12	9	8	14	14	16	11	8	16	6	6	10	9	6	12	14	8	11	9	17	9	14	13	6	19	10	5	10	10	
0	13	14	9	15	22	14	17	0	16	12	15	14	14	14	16	7	8	16	17	10	18	15	14	10	12	18	19	15	17	22	17	19	12	16	16	15	16	14	15	11	19	13	23	20	15	23	12	14	19	12	
0	12	9	9	10	17	4	13	15	0	5	11	14	7	12	11	8	9	11	9	3	10	13	6	5	14	11	13	8	9	13	11	3	7	6	7	10	11	5	8	7	15	13	15	10	7	16	7	2	11	7	
0	7	10	4	10	17	5	10	12	10	0	6	10	2	14	6	7	8	11	5	4	6	10	2	6	10	6	8	3	5	10	7	7	8	5	14	5	8	5	3	2	14	9	11	10	3	11	11	10	7	8	
0	7	10	3	9	16	6	15	12	4	6	0	10	8	16	12	10	11	11	11	4	12	10	8	6	16	12	14	9	11	16	11	7	8	8	11	10	13	8	8	5	13	15	17	12	9	17	11	6	13	8	
0	13	7	9	7	14	13	13	15	9	12	15	0	10	15	17	8	8	13	7	10	13	12	9	10	17	18	17	14	7	9	9	12	11	15	11	11	13	8	11	11	17	11	13	19	5	18	12	11	9	10	
0	11	11	7	12	19	12	11	13	12	10	13	13	0	12	14	5	6	14	9	8	11	13	8	7	15	16	16	12	8	12	7	5	9	14	16	6	9	7	1	9	17	12	15	14	8	21	9	12	6	9	
0	9	10	5	4	11	8	3	5	6	6	11	12	1	0	12	6	4	2	8	4	4	1	8	6	16	12	9	9	8	13	8	6	3	10	8	7	7	8	2	7	15	12	14	10	6	15	5	8	7	7	
0	1	13	8	7	14	11	10	6	13	9	14	12	9	16	0	13	7	5	8	9	10	4	8	9	16	9	12	12	7	13	12	14	6	13	11	5	8	7	10	8	18	11	14	4	8	14	8	12	10	10	
