M: 4
N: 30
Nun_Veiculos: 10
Capacidade_Total: 892
Demanda_Total: 557
Setup_Min: 1
Setup_Max: 9
Raio: 100
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 4
Tempos_Processamentos
0	0	1	0	2	0	3	0	
0	25	1	4	2	28	3	23	
0	20	1	2	2	44	3	40	
0	21	1	15	2	25	3	6	
0	33	1	11	2	33	3	5	
0	13	1	46	2	10	3	30	
0	35	1	36	2	23	3	11	
0	31	1	21	2	11	3	41	
0	39	1	40	2	48	3	20	
0	47	1	8	2	44	3	17	
0	35	1	6	2	27	3	46	
0	45	1	2	2	9	3	46	
0	17	1	49	2	11	3	44	
0	48	1	5	2	6	3	15	
0	47	1	49	2	44	3	46	
0	10	1	28	2	33	3	31	
0	40	1	43	2	16	3	48	
0	28	1	5	2	40	3	46	
0	31	1	28	2	11	3	5	
0	36	1	19	2	10	3	27	
0	29	1	23	2	29	3	18	
0	10	1	35	2	8	3	7	
0	25	1	26	2	3	3	16	
0	17	1	44	2	29	3	34	
0	28	1	32	2	36	3	6	
0	38	1	5	2	35	3	19	
0	30	1	35	2	26	3	43	
0	27	1	49	2	3	3	14	
0	25	1	35	2	1	3	16	
0	27	1	5	2	2	3	8	
0	42	1	48	2	19	3	22	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	3	3	2	2	3	3	3	4	3	3	1	2	2	2	3	2	3	2	2	2	1	2	3	3	3	3	3	3	1	
0	3	0	3	1	2	3	3	3	3	3	2	1	1	3	2	2	2	2	2	2	1	4	2	3	2	2	3	3	3	2	
0	1	2	0	2	2	1	1	3	4	3	3	2	3	2	2	3	3	3	3	2	3	1	3	2	3	2	2	2	2	2	
0	3	3	3	0	2	3	2	2	4	3	3	3	3	2	3	3	1	2	3	3	3	3	3	2	1	1	2	3	3	4	
0	1	1	3	2	0	2	1	2	4	3	3	1	2	3	2	3	2	3	1	2	2	2	2	3	3	1	3	1	1	2	
0	3	2	4	2	3	0	3	3	4	2	2	3	2	2	1	3	3	3	3	2	2	4	3	1	3	3	4	4	1	2	
0	3	2	3	3	4	2	0	2	4	2	2	3	2	2	1	2	3	3	3	1	3	3	3	3	3	1	3	3	2	2	
0	4	3	3	4	4	3	2	0	4	3	3	4	4	3	2	4	4	4	4	3	4	3	4	4	4	1	3	4	3	3	
0	1	1	3	2	3	3	3	3	0	3	3	2	2	3	2	3	2	3	1	3	2	2	3	1	3	2	3	3	1	1	
0	3	3	5	3	4	3	2	3	2	0	2	4	3	4	3	4	3	1	3	3	4	3	2	3	2	3	4	5	3	3	
0	3	2	4	2	4	2	3	3	4	2	0	3	2	2	1	3	1	3	3	4	3	4	3	1	3	2	2	3	2	2	
0	3	2	4	1	3	4	2	2	4	2	2	0	2	3	3	4	2	3	3	1	3	4	1	2	2	2	3	4	3	3	
0	2	2	3	2	3	2	3	3	4	2	2	2	0	2	1	2	2	1	1	3	2	3	3	3	2	2	3	3	2	1	
0	1	2	3	3	3	4	3	1	2	2	2	2	3	0	3	1	2	1	1	3	2	2	1	3	2	2	2	3	3	2	
0	2	1	4	2	3	1	2	2	3	1	1	2	2	1	0	2	2	2	2	3	2	3	2	2	2	2	3	3	1	1	
0	2	4	4	2	4	3	3	3	3	1	3	2	2	4	3	0	1	2	3	3	3	3	3	2	3	2	1	2	4	3	
0	4	3	3	1	3	2	2	2	4	3	3	2	2	3	2	3	0	3	3	3	2	3	3	1	2	1	1	2	3	3	
0	4	3	4	2	4	3	2	4	3	3	1	3	2	3	2	4	2	0	2	3	3	4	3	2	1	3	3	4	3	2	
0	3	3	2	2	2	3	2	2	3	3	3	1	3	3	2	2	3	4	0	2	1	3	2	2	3	1	3	3	2	3	
0	2	1	3	2	3	3	3	4	3	1	3	2	2	3	3	3	3	2	3	0	2	3	3	4	3	3	3	4	4	3	
0	2	2	2	1	1	3	2	2	2	2	2	2	3	2	3	1	2	3	2	3	0	3	1	3	2	2	2	2	2	3	
0	2	2	2	3	1	3	2	2	3	3	3	2	3	1	3	2	3	2	2	3	3	0	2	4	3	2	2	2	2	3	
0	3	3	3	3	2	3	3	1	3	1	1	3	3	3	2	3	2	2	2	2	3	4	0	2	3	2	3	3	3	3	
0	3	3	4	3	4	3	4	4	4	3	3	3	1	3	2	3	3	2	2	4	3	4	4	0	3	3	3	4	3	2	
0	4	3	4	3	4	3	1	3	3	3	2	4	2	3	2	3	3	1	3	2	4	4	2	3	0	2	4	4	3	3	
0	3	3	2	4	3	3	1	1	4	2	3	4	3	2	2	3	4	3	3	2	3	2	3	4	4	0	4	3	3	3	
0	3	3	3	2	4	2	2	2	5	3	3	1	1	3	2	3	2	2	2	2	3	3	2	3	2	1	0	1	3	2	
0	3	2	3	2	3	1	2	3	4	2	2	3	2	3	2	3	1	3	3	1	2	4	3	2	3	2	2	0	2	3	
0	3	2	5	3	2	2	3	3	4	2	2	3	3	2	1	3	3	3	3	2	3	4	2	3	3	3	4	3	0	2	
0	3	2	3	2	3	2	3	3	3	2	2	2	3	2	1	3	1	3	1	3	2	2	3	2	3	2	2	2	2	0	
M1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	3	2	2	3	2	3	2	2	3	1	1	3	1	2	2	2	2	2	2	2	3	5	4	1	1	3	3	2	
0	2	0	3	3	3	4	4	3	3	4	4	2	3	4	3	2	2	3	1	3	3	3	3	4	3	2	3	2	3	3	
0	2	4	0	1	3	2	3	3	2	3	3	2	3	2	3	2	1	2	4	2	3	2	3	5	3	3	3	3	4	2	
0	4	3	3	0	3	3	3	2	3	3	4	3	3	1	2	2	3	4	3	1	2	1	2	4	4	2	2	4	4	3	
0	2	2	3	3	0	3	2	1	1	2	2	2	2	2	3	2	1	2	3	2	2	1	2	4	3	3	1	4	3	1	
0	4	2	2	1	3	0	4	3	4	1	4	4	3	2	3	3	3	3	3	1	1	2	3	5	3	3	3	3	4	3	
0	2	3	3	3	2	2	0	2	3	3	3	3	2	4	3	1	2	2	1	3	2	3	2	4	3	3	3	2	1	3	
0	4	4	4	2	4	4	3	0	4	4	3	3	4	2	3	3	2	2	4	2	3	3	3	3	2	3	3	5	3	2	
0	4	3	2	3	2	4	4	2	0	4	4	4	4	4	2	1	3	4	3	3	1	3	3	4	3	5	3	5	4	3	
0	4	3	4	2	3	2	5	3	4	0	3	4	3	3	4	2	4	5	4	3	3	2	2	5	5	3	4	2	3	4	
0	1	3	1	2	2	2	3	2	3	3	0	2	2	3	2	1	2	2	3	2	2	3	4	4	2	2	2	4	4	3	
0	3	4	3	2	2	3	2	3	3	3	3	0	4	3	1	3	2	3	2	2	3	2	3	5	4	2	3	3	2	1	
0	2	2	3	3	2	3	2	3	2	2	3	1	0	3	1	2	2	3	1	2	2	2	4	4	3	3	1	4	3	1	
0	3	4	3	2	2	3	3	1	2	3	3	3	4	0	1	3	2	3	2	1	2	2	1	3	3	1	3	3	3	3	
0	2	3	2	3	1	4	3	2	2	2	3	2	3	3	0	2	1	2	1	3	3	2	3	5	3	3	2	4	4	2	
0	3	2	2	3	1	4	3	1	2	3	3	3	3	3	4	0	2	3	3	2	1	2	3	3	3	4	2	4	4	2	
0	3	3	3	3	2	3	2	2	3	3	2	1	3	3	2	1	0	1	3	2	2	2	4	4	2	2	2	3	3	1	
0	2	2	2	3	2	3	2	2	2	2	1	3	2	4	3	1	3	0	3	1	2	1	4	3	3	3	1	4	3	3	
0	1	3	3	3	3	4	3	3	3	3	3	2	2	4	2	2	1	2	0	3	3	3	4	5	2	2	2	4	4	2	
0	4	4	2	3	3	4	4	4	4	5	3	4	4	4	5	4	3	3	4	0	1	4	5	5	3	5	4	5	5	4	
0	3	3	1	2	4	3	3	4	3	4	4	3	3	3	4	3	2	3	4	2	0	3	4	6	2	4	4	4	4	3	
0	4	3	3	3	2	2	3	2	2	3	4	3	2	4	3	1	3	4	3	3	2	0	4	4	4	5	3	5	4	2	
0	2	3	4	4	4	3	3	4	3	3	5	3	3	5	3	3	3	4	2	4	3	4	0	3	4	3	2	5	4	4	
0	4	4	2	3	3	4	3	1	4	2	3	1	4	2	2	3	3	2	3	3	4	3	2	0	3	3	3	4	3	2	
0	5	3	3	4	4	3	3	4	3	3	4	4	3	3	3	3	3	3	4	3	2	3	3	5	0	4	2	5	2	2	
0	4	3	3	1	3	3	2	3	3	4	4	4	3	2	3	2	4	4	3	1	2	1	3	5	3	0	3	2	2	3	
0	3	1	2	3	2	2	1	2	1	1	4	2	1	4	2	1	2	3	2	3	1	3	3	4	3	3	0	3	2	2	
0	3	1	3	2	4	2	3	3	2	3	3	2	3	3	3	3	3	4	2	2	3	2	2	3	4	1	2	0	1	3	
0	3	3	2	2	4	1	4	4	2	2	2	4	4	3	4	3	3	4	3	2	2	3	1	4	4	4	3	3	0	4	
0	3	3	3	4	3	3	1	3	3	3	2	2	3	2	3	2	1	2	2	1	2	1	3	4	3	3	2	3	2	0	
M2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	2	3	3	1	3	3	2	3	3	2	1	2	3	2	1	3	4	3	4	4	3	3	2	2	3	3	2	3	
0	2	0	3	4	3	3	2	3	1	4	2	2	3	2	4	3	2	1	3	2	3	2	4	2	3	2	2	2	4	3	
0	2	3	0	2	2	2	3	3	2	3	2	1	3	1	3	2	2	2	3	2	2	3	1	2	3	3	3	1	2	1	
0	3	3	3	0	3	2	2	4	1	4	1	3	3	4	4	4	3	2	2	3	3	3	4	2	3	3	2	3	4	4	
0	3	3	1	2	0	3	3	2	2	3	1	2	3	2	3	2	3	2	1	3	3	3	1	3	4	3	3	2	3	2	
0	3	2	3	2	2	0	2	2	1	3	3	3	2	3	2	2	2	2	3	3	3	3	2	2	3	1	2	2	2	3	
0	2	3	2	3	3	2	0	3	3	2	4	3	3	3	4	2	3	3	3	2	3	3	2	4	1	3	2	3	2	3	
0	2	2	2	4	2	3	3	0	3	3	3	3	3	3	3	2	1	3	3	3	3	4	3	3	2	1	4	2	3	2	
0	2	2	3	3	3	2	1	3	0	3	3	2	2	4	4	3	3	1	4	3	2	4	3	1	2	2	1	2	3	3	
0	2	2	3	2	2	2	3	2	3	0	2	1	3	2	4	3	3	3	3	2	3	3	3	2	3	3	4	4	1	2	
0	2	2	2	2	2	3	3	3	3	4	0	2	2	3	5	3	3	3	1	2	3	2	3	4	4	3	3	3	3	3	
0	1	3	2	3	1	1	2	3	2	3	1	0	2	3	3	3	2	3	2	2	3	2	2	3	2	2	3	3	3	3	
0	2	1	2	2	2	2	3	3	2	2	2	1	0	3	4	1	3	2	3	2	3	3	3	3	3	3	3	3	1	2	
0	2	3	2	3	2	2	3	2	3	3	2	1	3	0	3	3	1	3	3	1	4	3	2	2	2	3	4	3	4	3	
0	2	2	3	3	3	1	2	3	1	3	3	2	2	3	0	2	3	1	4	2	3	4	3	1	3	2	2	2	3	3	
0	2	1	2	3	3	3	2	3	2	1	3	2	2	3	5	0	3	1	3	3	4	3	3	2	3	2	3	2	2	3	
0	2	3	1	3	3	3	2	2	3	2	3	2	3	2	2	2	0	3	3	2	3	4	2	3	1	3	3	2	3	2	
0	1	2	3	4	2	2	2	4	1	3	3	2	2	3	4	2	2	0	3	4	3	4	3	1	3	1	2	1	3	2	
0	2	2	1	1	1	2	2	3	2	4	2	1	3	2	4	3	3	3	0	3	3	3	2	3	3	2	3	2	3	2	
0	3	3	2	4	3	2	3	1	2	3	4	3	2	3	3	3	1	3	4	0	3	5	3	3	2	2	3	3	3	3	
0	2	3	3	2	2	3	2	2	1	3	2	3	3	2	3	2	2	2	3	3	0	2	1	2	3	1	2	2	3	3	
0	3	4	3	3	3	2	3	2	2	4	3	3	3	3	3	3	2	3	4	1	1	0	2	3	3	2	1	3	4	4	
0	2	2	2	1	1	3	2	3	1	2	2	2	3	1	2	1	2	1	2	2	3	4	0	2	3	2	2	2	2	3	
0	2	1	3	3	2	2	3	4	2	2	2	1	1	3	4	2	3	2	3	3	2	3	3	0	3	3	2	3	2	3	
0	1	2	3	2	2	2	1	2	2	1	3	2	2	2	3	1	2	2	2	1	3	4	1	3	0	3	2	3	2	3	
0	2	2	2	3	1	3	3	3	3	2	2	3	3	3	3	1	1	2	2	3	3	4	2	2	2	0	3	1	2	2	
