M: 8
N: 30
Nun_Veiculos: 12
Capacidade_Total: 1035
Demanda_Total: 536
Setup_Min: 1
Setup_Max: 9
Raio: 100
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 2
Tempos_Processamentos
0	0	1	0	2	0	3	0	4	0	5	0	6	0	7	0	
0	48	1	25	2	26	3	25	4	19	5	39	6	16	7	16	
0	44	1	27	2	21	3	6	4	36	5	47	6	2	7	40	
0	47	1	10	2	2	3	42	4	21	5	15	6	38	7	12	
0	1	1	44	2	26	3	14	4	3	5	20	6	3	7	18	
0	23	1	47	2	41	3	36	4	43	5	45	6	45	7	41	
0	42	1	45	2	48	3	9	4	8	5	3	6	20	7	46	
0	5	1	46	2	48	3	25	4	8	5	29	6	10	7	42	
0	5	1	27	2	20	3	20	4	1	5	19	6	19	7	41	
0	36	1	5	2	44	3	17	4	32	5	43	6	38	7	39	
0	37	1	30	2	24	3	9	4	27	5	46	6	46	7	49	
0	35	1	17	2	19	3	42	4	19	5	38	6	13	7	14	
0	45	1	27	2	41	3	31	4	5	5	42	6	12	7	41	
0	38	1	3	2	13	3	20	4	37	5	48	6	45	7	15	
0	48	1	19	2	41	3	40	4	39	5	46	6	42	7	18	
0	12	1	28	2	24	3	1	4	1	5	47	6	20	7	9	
0	18	1	32	2	7	3	43	4	36	5	28	6	15	7	34	
0	22	1	27	2	34	3	19	4	34	5	19	6	25	7	38	
0	35	1	44	2	37	3	3	4	15	5	8	6	26	7	25	
0	44	1	2	2	45	3	11	4	5	5	24	6	28	7	7	
0	7	1	43	2	47	3	10	4	45	5	2	6	19	7	31	
0	36	1	26	2	47	3	34	4	39	5	13	6	16	7	39	
0	9	1	11	2	36	3	35	4	2	5	16	6	17	7	38	
0	47	1	3	2	25	3	28	4	4	5	42	6	22	7	2	
0	3	1	13	2	12	3	48	4	13	5	41	6	9	7	44	
0	26	1	19	2	26	3	33	4	19	5	6	6	47	7	2	
0	32	1	1	2	22	3	9	4	19	5	26	6	27	7	18	
0	45	1	36	2	2	3	45	4	29	5	44	6	1	7	28	
0	18	1	17	2	7	3	13	4	19	5	30	6	34	7	33	
0	25	1	33	2	6	3	41	4	28	5	18	6	23	7	31	
0	13	1	14	2	21	3	44	4	31	5	6	6	16	7	10	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	2	2	3	3	2	1	1	2	2	2	2	2	2	1	2	3	2	2	2	2	2	1	3	3	1	1	2	2	
0	3	0	4	3	3	2	2	2	2	3	3	3	3	2	3	3	2	2	2	3	2	3	1	2	4	1	2	2	2	2	
0	4	1	0	3	2	3	3	3	3	3	3	3	3	3	3	1	3	3	2	2	3	3	2	2	1	2	2	2	2	3	
0	1	1	3	0	1	2	2	2	2	3	1	2	2	3	2	2	2	3	2	3	2	2	2	2	2	1	2	1	2	2	
0	2	2	3	1	0	2	1	3	3	3	1	2	3	3	3	2	2	4	1	3	2	2	3	3	3	2	3	2	1	3	
0	2	3	4	2	3	0	3	2	2	2	3	3	4	1	4	3	3	2	4	3	3	4	4	3	3	3	3	3	4	4	
0	2	2	4	3	4	1	0	3	3	3	4	3	3	2	3	3	2	3	3	4	2	2	3	3	2	3	3	3	4	4	
0	3	3	4	3	3	2	1	0	2	4	4	1	2	3	3	3	2	2	2	1	3	3	3	3	3	4	4	4	3	2	
0	2	3	3	2	3	2	1	2	0	2	3	1	2	1	3	3	1	4	3	3	3	3	3	3	3	3	3	3	2	2	
0	3	3	4	3	2	2	3	3	3	0	2	2	2	3	2	3	2	4	3	3	1	3	2	2	3	1	3	2	3	2	
0	2	3	4	3	3	2	2	2	3	3	0	1	2	3	2	3	2	4	2	3	1	2	2	2	3	2	3	3	3	2	
0	3	3	3	2	2	2	1	1	2	3	3	0	1	2	2	3	1	3	2	2	2	2	2	2	2	3	3	3	3	1	
0	3	3	4	2	1	2	2	1	3	2	2	2	0	3	3	3	2	3	2	1	2	1	2	2	1	3	2	2	2	3	
0	1	2	3	1	2	1	2	2	1	1	2	2	3	0	3	2	2	3	3	3	2	3	3	2	3	2	2	2	3	3	
0	4	2	2	3	3	3	4	3	3	4	4	4	2	3	0	1	2	3	2	2	3	3	2	3	3	2	2	3	3	3	
0	4	2	1	4	3	2	4	3	3	4	4	3	2	3	3	0	2	2	1	1	2	3	2	3	2	3	3	3	2	3	
0	2	3	2	2	3	2	3	2	2	2	3	3	4	1	4	3	0	3	3	3	3	4	3	3	3	3	3	3	4	2	
0	3	3	4	2	1	3	2	3	2	4	2	3	4	3	4	3	3	0	2	4	3	3	4	4	4	3	3	3	2	4	
