M: 8
N: 50
Nun_Veiculos: 17
Capacidade_Total: 903
Demanda_Total: 743
Setup_Min: 1
Setup_Max: 9
Raio: 100
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 3
Tempos_Processamentos
0	0	1	0	2	0	3	0	4	0	5	0	6	0	7	0	
0	32	1	22	2	7	3	20	4	13	5	4	6	28	7	25	
0	49	1	15	2	22	3	19	4	24	5	21	6	6	7	33	
0	42	1	21	2	11	3	44	4	42	5	37	6	48	7	18	
0	44	1	28	2	3	3	49	4	22	5	31	6	17	7	49	
0	21	1	32	2	39	3	14	4	3	5	34	6	22	7	47	
0	24	1	20	2	22	3	30	4	35	5	20	6	6	7	12	
0	6	1	30	2	11	3	7	4	46	5	16	6	41	7	1	
0	16	1	37	2	1	3	42	4	13	5	31	6	40	7	45	
0	18	1	22	2	4	3	41	4	36	5	49	6	4	7	31	
0	21	1	46	2	35	3	7	4	41	5	33	6	36	7	43	
0	22	1	37	2	46	3	31	4	26	5	10	6	24	7	10	
0	1	1	31	2	26	3	20	4	30	5	32	6	32	7	24	
0	8	1	7	2	29	3	22	4	1	5	5	6	39	7	15	
0	4	1	33	2	5	3	34	4	38	5	24	6	16	7	25	
0	33	1	13	2	13	3	44	4	5	5	46	6	43	7	21	
0	22	1	21	2	30	3	28	4	22	5	16	6	24	7	9	
0	16	1	15	2	20	3	44	4	24	5	10	6	23	7	40	
0	24	1	8	2	43	3	26	4	22	5	23	6	49	7	5	
0	18	1	41	2	33	3	44	4	17	5	40	6	27	7	14	
0	47	1	28	2	24	3	34	4	26	5	9	6	1	7	30	
0	48	1	28	2	27	3	14	4	35	5	21	6	6	7	34	
0	29	1	36	2	6	3	39	4	16	5	5	6	35	7	44	
0	31	1	2	2	46	3	10	4	5	5	19	6	6	7	15	
0	14	1	7	2	21	3	39	4	37	5	27	6	25	7	19	
0	4	1	32	2	22	3	27	4	11	5	18	6	49	7	47	
0	49	1	29	2	47	3	7	4	29	5	33	6	45	7	32	
0	29	1	18	2	23	3	31	4	26	5	29	6	47	7	45	
0	34	1	13	2	34	3	13	4	48	5	29	6	10	7	19	
0	14	1	13	2	25	3	44	4	31	5	42	6	44	7	30	
0	15	1	48	2	42	3	11	4	43	5	24	6	18	7	30	
0	48	1	26	2	22	3	18	4	16	5	25	6	27	7	27	
0	4	1	33	2	7	3	25	4	17	5	29	6	26	7	9	
0	30	1	13	2	29	3	32	4	15	5	19	6	45	7	3	
0	35	1	6	2	5	3	9	4	24	5	24	6	37	7	14	
0	25	1	45	2	9	3	4	4	7	5	33	6	6	7	15	
0	13	1	24	2	47	3	22	4	9	5	20	6	3	7	2	
0	9	1	41	2	39	3	24	4	40	5	44	6	26	7	47	
0	7	1	43	2	34	3	45	4	11	5	17	6	8	7	5	
0	18	1	20	2	27	3	40	4	16	5	27	6	28	7	47	
0	30	1	36	2	19	3	20	4	26	5	22	6	4	7	6	
0	8	1	47	2	27	3	42	4	9	5	26	6	41	7	15	
0	6	1	5	2	40	3	33	4	36	5	41	6	29	7	24	
0	15	1	43	2	40	3	48	4	33	5	9	6	48	7	7	
0	6	1	29	2	30	3	31	4	16	5	19	6	6	7	34	
0	9	1	39	2	5	3	18	4	6	5	1	6	45	7	25	
0	38	1	26	2	13	3	8	4	27	5	34	6	2	7	38	
0	21	1	9	2	46	3	8	4	39	5	31	6	34	7	39	
0	28	1	27	2	45	3	1	4	38	5	39	6	38	7	41	
0	9	1	34	2	3	3	8	4	40	5	41	6	34	7	15	
0	1	1	38	2	12	3	18	4	43	5	5	6	17	7	16	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	3	2	3	3	3	2	4	2	2	3	4	1	3	3	3	2	3	3	2	3	2	2	2	3	3	2	2	2	3	2	3	1	2	3	3	1	3	2	3	1	3	2	2	1	3	3	2	3	
0	2	0	2	2	2	2	1	1	3	1	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	1	3	3	2	1	3	3	2	3	3	2	2	2	2	3	1	2	3	2	2	3	
0	2	2	0	2	2	2	3	1	4	2	2	2	1	2	2	2	3	3	2	3	3	2	3	2	3	1	3	2	1	2	2	1	3	3	2	2	2	1	2	1	3	3	3	3	2	2	3	2	3	3	
0	3	2	2	0	3	2	2	2	3	3	3	1	2	2	2	3	2	2	2	2	2	2	2	1	2	3	3	3	3	3	3	3	1	1	2	2	3	3	3	2	2	3	3	3	2	2	1	3	2	2	
0	2	4	2	4	0	1	2	2	4	3	3	2	3	3	2	3	2	2	2	3	2	3	3	4	3	3	1	3	2	3	3	2	2	3	3	2	2	3	2	2	2	3	1	3	3	3	1	3	2	2	
0	3	3	1	3	2	0	1	2	4	3	3	3	2	2	3	3	2	3	2	3	2	2	2	3	3	2	3	2	1	2	2	2	3	2	2	2	1	2	3	2	2	2	3	3	3	2	1	3	2	2	
0	3	3	3	3	3	3	0	3	4	2	2	2	1	2	2	3	4	3	1	3	3	1	3	2	2	1	2	1	3	3	2	2	3	3	2	3	2	2	2	2	2	1	2	2	2	3	3	2	3	3	
0	3	3	2	2	3	1	2	0	4	2	2	1	2	3	1	1	3	2	2	3	3	2	2	3	2	2	3	3	2	2	3	3	3	2	3	2	2	2	3	2	2	2	3	2	1	3	2	2	3	3	
0	2	2	2	4	2	2	2	2	0	3	2	3	3	2	2	3	2	3	2	2	2	3	1	3	3	3	3	3	3	2	2	2	3	3	3	2	3	3	2	1	2	3	3	3	3	2	1	3	2	2	
0	3	1	2	2	1	2	2	2	3	0	2	2	2	3	3	3	2	3	3	1	1	3	2	2	2	2	2	3	3	2	3	3	1	2	2	3	2	3	2	3	3	3	2	2	1	2	2	1	2	3	
0	2	3	3	2	3	2	3	3	4	2	0	3	2	3	2	3	2	2	1	3	2	3	3	2	2	2	2	1	3	1	2	1	3	3	2	3	2	2	2	3	2	3	2	2	3	2	3	2	3	3	
0	3	3	3	3	2	2	1	3	4	2	2	0	2	3	2	3	3	2	2	3	2	2	2	3	1	2	3	2	3	3	3	3	2	1	3	2	2	3	3	2	1	2	2	3	3	2	3	3	2	3	
0	2	2	3	2	2	3	3	2	3	1	3	3	0	1	1	2	3	2	1	2	2	2	2	2	3	2	3	2	3	2	2	3	2	3	1	2	1	1	1	3	3	2	3	2	2	2	2	2	2	2	
0	2	3	3	3	3	2	3	3	5	2	2	2	3	0	2	3	2	2	2	3	3	2	3	3	3	2	4	3	2	1	2	3	3	3	1	2	2	2	3	3	2	2	3	2	2	2	2	2	1	2	
0	3	2	2	3	3	2	2	2	4	3	2	3	3	3	0	1	2	1	2	4	2	2	3	3	3	1	3	3	2	3	3	3	3	3	3	2	3	2	3	2	2	2	4	2	2	2	1	2	2	2	
0	3	3	2	3	2	2	1	1	3	3	2	2	2	2	2	0	3	3	1	3	2	2	3	2	3	2	3	2	1	2	2	3	3	3	2	2	2	3	2	2	3	2	3	2	2	3	3	1	2	3	
0	3	3	1	2	3	3	3	2	3	2	3	2	2	3	3	2	0	1	3	3	1	2	2	3	2	2	3	2	2	2	3	2	3	3	3	3	2	2	2	2	3	2	3	1	1	3	3	3	3	3	
