M: 4
N: 50
Nun_Veiculos: 14
Capacidade_Total: 1105
Demanda_Total: 864
Setup_Min: 1
Setup_Max: 99
Raio: 20
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 3
Tempos_Processamentos
0	0	1	0	2	0	3	0	
0	2	1	11	2	34	3	12	
0	16	1	39	2	41	3	45	
0	27	1	8	2	39	3	19	
0	18	1	36	2	21	3	10	
0	28	1	44	2	24	3	19	
0	31	1	4	2	45	3	24	
0	16	1	45	2	34	3	23	
0	39	1	14	2	22	3	40	
0	38	1	4	2	40	3	25	
0	44	1	2	2	20	3	17	
0	24	1	37	2	45	3	30	
0	14	1	28	2	23	3	2	
0	11	1	24	2	31	3	7	
0	2	1	45	2	4	3	39	
0	31	1	14	2	36	3	31	
0	14	1	6	2	32	3	11	
0	16	1	18	2	2	3	12	
0	22	1	49	2	47	3	12	
0	24	1	27	2	11	3	35	
0	36	1	39	2	41	3	13	
0	2	1	18	2	49	3	20	
0	20	1	23	2	8	3	37	
0	41	1	48	2	20	3	10	
0	41	1	38	2	27	3	18	
0	18	1	2	2	39	3	39	
0	45	1	12	2	16	3	44	
0	7	1	37	2	29	3	17	
0	2	1	45	2	21	3	19	
0	31	1	43	2	8	3	26	
0	1	1	12	2	16	3	31	
0	42	1	48	2	6	3	31	
0	2	1	12	2	34	3	36	
0	5	1	41	2	36	3	20	
0	3	1	23	2	6	3	47	
0	37	1	45	2	1	3	37	
0	1	1	42	2	47	3	41	
0	43	1	48	2	30	3	43	
0	38	1	33	2	39	3	9	
0	36	1	34	2	37	3	43	
0	7	1	32	2	10	3	7	
0	32	1	37	2	16	3	23	
0	24	1	26	2	1	3	2	
0	14	1	18	2	22	3	23	
0	37	1	44	2	27	3	48	
0	37	1	30	2	13	3	47	
0	26	1	16	2	41	3	29	
0	48	1	22	2	5	3	31	
0	35	1	42	2	44	3	39	
0	3	1	4	2	4	3	1	
0	34	1	34	2	2	3	48	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	13	11	9	8	10	14	12	11	13	11	13	18	7	12	15	13	15	20	14	18	18	20	10	8	15	7	10	16	9	16	15	17	13	21	17	12	9	11	11	15	7	20	12	16	5	9	17	17	14	
0	16	0	13	13	14	14	11	19	13	7	12	20	15	15	13	10	18	15	20	8	15	18	19	15	14	15	14	15	9	13	7	16	16	15	16	12	16	14	15	16	17	13	13	9	13	11	16	12	8	16	
0	17	10	0	6	14	10	10	8	5	10	5	17	9	3	13	13	11	12	18	4	14	7	14	7	9	13	11	11	7	9	10	11	13	10	17	15	12	10	11	8	9	8	16	8	12	13	5	15	11	10	
0	14	15	17	0	11	16	14	16	16	10	14	11	18	13	9	13	10	12	18	11	18	18	17	13	14	13	5	7	14	15	14	14	16	11	15	15	14	13	16	9	12	12	18	16	16	11	15	15	15	13	
0	22	17	22	14	0	11	19	18	12	16	13	23	21	18	15	19	16	18	21	17	17	24	22	12	14	16	19	13	17	10	17	18	22	10	23	18	13	12	12	8	16	11	21	17	15	18	15	20	18	19	
0	14	11	13	3	14	0	11	9	6	12	2	14	15	12	6	11	12	9	15	13	15	20	11	1	3	10	8	10	11	4	11	12	14	8	17	12	7	10	6	9	10	9	17	11	14	12	9	13	12	14	
0	17	15	7	3	14	9	0	13	10	13	7	10	4	10	10	15	13	13	17	11	10	14	16	10	12	12	7	10	13	8	15	12	6	10	17	14	7	12	10	8	10	11	17	14	8	13	11	7	12	14	
0	13	8	10	12	11	13	11	0	3	14	12	16	13	13	13	11	3	10	13	12	6	17	10	11	11	8	10	11	9	12	7	7	9	8	15	10	10	10	13	6	5	9	13	9	11	8	10	13	8	6	
0	15	5	12	10	12	10	9	10	0	11	9	18	13	13	10	13	9	7	18	12	12	16	16	8	10	13	12	8	14	9	5	6	13	5	12	15	8	7	10	3	4	6	11	7	10	9	7	15	6	11	
0	9	11	10	10	13	7	12	12	6	0	9	13	11	8	10	3	11	13	15	1	8	16	18	8	10	10	7	8	11	6	11	9	9	11	9	5	9	7	8	9	10	12	17	10	6	10	9	5	12	13	
0	12	15	16	1	12	10	15	17	10	10	0	12	19	14	10	13	11	13	19	11	18	19	9	11	13	14	6	8	15	14	15	10	17	12	16	15	15	14	16	10	8	13	18	15	16	12	16	15	13	14	
0	13	10	14	11	15	14	8	12	13	7	11	0	12	12	6	10	7	9	15	8	15	15	14	10	12	10	11	4	11	13	11	11	13	8	16	9	7	10	6	12	9	9	7	6	13	12	9	12	12	10	
0	20	14	18	12	14	9	14	14	10	12	11	19	0	14	11	15	12	12	19	13	13	18	19	10	12	14	16	9	15	8	14	14	18	6	19	16	9	8	10	4	12	7	13	14	11	11	13	17	8	15	
0	16	13	4	6	16	8	7	5	8	7	5	17	11	0	10	10	8	9	18	8	11	11	14	4	6	13	11	8	11	7	12	11	10	12	16	12	10	7	9	11	9	5	14	5	9	13	2	12	13	7	
0	15	13	9	6	14	8	5	10	9	8	5	15	9	10	0	11	8	3	14	9	11	16	14	4	6	9	9	5	10	7	10	10	8	2	15	11	5	4	7	11	8	3	16	12	9	11	10	12	11	11	
0	6	9	7	7	11	4	9	9	4	15	6	11	8	10	10	0	12	11	12	11	5	13	15	5	7	7	7	12	8	3	9	10	6	9	6	2	6	11	5	7	8	9	15	7	3	9	6	2	10	10	
0	10	7	7	9	8	10	8	13	8	13	9	13	12	10	10	12	0	13	14	9	10	14	7	10	8	9	7	10	10	9	4	4	6	12	17	11	7	9	11	11	2	7	10	6	8	5	11	14	5	3	
0	12	11	9	3	11	5	2	9	6	12	2	12	6	12	11	9	12	0	11	13	12	16	11	1	3	6	8	10	7	4	11	12	8	9	15	8	7	11	6	8	10	10	17	11	10	8	9	9	12	14	
0	7	11	11	7	6	8	13	13	8	11	9	15	6	13	10	4	11	13	0	12	4	16	16	8	6	1	11	8	2	7	13	13	10	5	4	3	8	7	9	3	11	5	12	11	7	3	10	6	14	9	
0	17	12	17	9	12	6	14	13	7	10	8	20	16	13	9	13	10	12	16	0	18	18	17	7	9	11	14	7	12	5	12	13	16	11	17	13	8	6	7	10	11	11	18	12	16	9	10	15	13	13	
