M: 8
N: 15
Nun_Veiculos: 5
Capacidade_Total: 324
Demanda_Total: 209
Setup_Min: 1
Setup_Max: 9
Raio: 20
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 3
Tempos_Processamentos
0	0	1	0	2	0	3	0	4	0	5	0	6	0	7	0	
0	20	1	5	2	46	3	20	4	47	5	21	6	28	7	37	
0	21	1	33	2	39	3	45	4	40	5	2	6	6	7	47	
0	21	1	22	2	13	3	3	4	27	5	8	6	39	7	11	
0	13	1	39	2	28	3	27	4	28	5	16	6	5	7	28	
0	21	1	34	2	48	3	41	4	7	5	4	6	32	7	6	
0	31	1	25	2	2	3	38	4	20	5	5	6	33	7	19	
0	49	1	19	2	38	3	48	4	21	5	1	6	22	7	48	
0	20	1	32	2	1	3	42	4	25	5	28	6	20	7	27	
0	46	1	35	2	40	3	7	4	39	5	42	6	9	7	39	
0	4	1	37	2	12	3	29	4	7	5	28	6	34	7	17	
0	28	1	33	2	36	3	32	4	43	5	13	6	11	7	33	
0	14	1	37	2	8	3	42	4	10	5	5	6	49	7	28	
0	9	1	10	2	19	3	48	4	18	5	44	6	23	7	1	
0	8	1	45	2	46	3	42	4	16	5	12	6	19	7	20	
0	18	1	10	2	36	3	34	4	32	5	38	6	9	7	8	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	3	1	3	3	3	4	2	3	2	2	2	4	2	3	
0	4	0	5	1	1	3	3	4	2	3	2	2	2	2	3	
0	3	2	0	2	2	5	3	1	4	1	1	1	3	1	2	
0	4	1	4	0	2	3	2	3	2	3	1	1	1	3	2	
0	4	1	4	2	0	3	2	3	2	3	3	3	3	3	2	
0	4	2	2	1	3	0	2	3	2	3	1	2	1	2	2	
0	2	4	3	5	5	4	0	3	3	1	4	4	4	4	5	
0	4	2	4	3	3	5	2	0	4	3	3	1	4	4	4	
0	5	3	3	2	3	1	3	3	0	3	1	2	2	2	2	
0	6	5	7	6	6	5	4	3	4	0	5	4	3	6	6	
0	5	2	3	3	3	4	3	2	4	3	0	1	2	4	1	
0	5	1	3	2	2	4	4	4	3	3	3	0	3	3	4	
0	3	2	4	3	3	3	1	4	2	2	3	4	0	4	4	
0	5	2	4	1	1	4	3	3	3	1	2	1	2	0	3	
0	4	2	2	3	3	3	2	1	3	3	2	2	1	3	0	
M1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	3	1	4	3	3	4	2	2	3	1	2	1	3	2	
0	4	0	5	4	3	5	5	4	4	4	5	2	2	4	5	
0	4	2	0	3	4	4	6	3	1	5	2	1	3	4	1	
0	4	4	4	0	4	4	7	3	2	6	2	5	4	5	1	
0	1	4	2	3	0	2	5	1	1	4	2	3	2	4	3	
0	4	2	5	4	3	0	4	4	4	3	5	1	1	3	5	
0	6	6	6	6	6	4	0	3	4	7	4	5	5	7	6	
0	5	3	5	3	4	1	5	0	1	4	4	2	2	4	3	
0	5	3	4	2	4	4	5	3	0	5	3	5	3	3	2	
0	3	3	4	5	2	1	1	3	3	0	4	2	2	4	5	
0	2	2	3	4	2	2	6	1	2	5	0	3	3	5	2	
0	5	1	5	3	4	5	5	5	5	4	5	0	2	4	4	
0	3	2	4	5	2	3	3	3	3	2	4	3	0	2	5	
0	2	3	2	5	5	2	2	4	3	5	3	2	3	0	3	
0	3	3	3	3	3	3	6	2	1	5	1	4	3	4	0	
M2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	5	4	3	3	4	3	2	3	3	4	5	4	7	4	
0	4	0	2	2	1	4	3	1	5	2	3	4	5	3	2	
0	3	3	0	3	4	6	4	3	6	4	5	3	5	5	1	
0	5	5	2	0	6	4	6	5	5	4	4	5	6	6	3	
0	3	3	1	2	0	6	4	1	5	2	3	3	5	5	1	
0	1	3	3	2	2	0	4	1	1	2	1	1	3	6	3	
0	5	2	4	2	3	4	0	3	5	4	3	5	5	4	4	
0	4	4	2	1	1	5	5	0	4	1	2	3	4	5	2	
0	6	2	3	3	3	5	5	2	0	2	1	4	3	5	4	
0	4	4	3	4	5	4	4	4	5	0	4	2	4	4	2	
0	6	4	3	4	5	8	7	5	5	6	0	6	2	7	4	
0	4	3	3	3	3	7	5	2	4	3	4	0	6	6	2	
0	7	5	4	2	6	6	5	5	3	5	1	5	0	6	5	
0	4	4	2	1	1	5	4	2	5	3	4	4	6	0	2	
0	2	2	1	2	3	6	3	2	5	3	4	2	6	4	0	
M3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	4	4	4	3	4	3	4	2	1	4	3	3	3	
0	2	0	1	2	3	3	3	3	2	4	3	3	2	3	2	
0	2	3	0	1	2	2	2	2	1	4	3	2	1	2	1	
0	2	4	2	0	4	2	2	2	1	4	3	2	1	1	3	
0	3	1	1	2	0	1	3	3	2	5	2	3	2	3	2	
0	3	3	4	5	4	0	4	4	4	5	1	4	3	5	3	
0	2	4	5	6	5	5	0	5	5	4	2	5	4	4	4	
0	3	4	2	1	4	2	3	0	2	4	1	3	2	1	3	
0	3	4	2	2	4	3	3	1	0	5	2	1	2	2	3	
0	2	4	2	3	4	1	2	2	2	0	2	3	1	1	3	
0	3	3	3	4	3	3	3	3	3	4	0	3	2	4	2	
0	3	4	3	4	4	2	4	4	4	5	1	0	3	5	3	
0	1	3	3	2	5	1	1	1	1	3	2	2	0	2	4	
0	2	4	1	2	3	2	2	2	2	3	3	3	1	0	2	
0	4	2	2	3	1	1	4	2	3	6	2	4	3	3	0	
M4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	1	2	6	2	5	4	3	2	1	3	2	3	3	
0	3	0	3	3	6	1	4	4	3	3	2	2	3	4	6	
0	5	3	0	2	6	2	5	4	2	1	5	3	3	4	4	
0	3	4	4	0	6	1	3	4	3	3	4	2	4	5	4	
0	2	2	3	2	0	2	4	2	1	3	1	3	1	2	4	
0	3	3	4	3	5	0	6	3	2	2	4	1	3	4	5	
0	5	3	3	2	3	2	0	4	2	1	4	3	3	4	6	
0	4	2	5	4	2	3	6	0	3	4	3	3	3	4	6	
0	4	1	4	4	5	2	5	4	0	3	3	2	4	5	6	
0	4	2	2	1	5	1	4	3	1	0	4	2	2	3	5	
0	1	4	2	1	5	1	4	3	3	3	0	2	1	2	4	
0	2	2	3	2	4	1	5	2	1	1	3	0	2	3	4	
0	3	4	3	3	6	1	6	4	3	3	4	2	0	1	4	
0	5	5	4	2	5	2	5	5	4	4	5	3	2	0	6	
0	2	5	3	1	5	2	2	5	4	3	3	3	3	4	0	
M5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	6	5	1	2	3	1	3	2	1	3	2	1	4	3	
0	5	0	2	4	4	4	1	4	5	3	3	2	4	4	3	
0	4	5	0	4	4	3	3	3	5	4	2	1	3	3	3	
0	5	6	6	0	3	4	1	4	3	3	3	2	3	4	4	
0	3	5	4	4	0	1	3	1	4	2	2	2	4	2	1	
0	4	5	5	5	6	0	2	4	3	1	2	3	4	3	5	
0	4	5	5	5	5	3	0	3	4	2	2	1	3	3	4	
0	2	4	3	3	4	1	3	0	3	1	3	4	3	1	5	
0	2	6	4	3	3	3	1	2	0	3	3	1	3	3	2	
0	4	6	4	5	5	5	3	4	2	0	5	3	5	5	4	
0	2	3	3	3	4	3	1	2	3	3	0	1	3	1	5	
0	3	5	4	4	5	2	3	2	5	3	2	0	2	2	4	
0	2	5	5	3	3	4	3	4	4	3	4	2	0	3	2	
0	1	3	2	2	3	2	2	1	3	2	4	3	2	0	4	
0	2	4	3	3	1	2	3	2	4	3	3	1	3	1	0	
M6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	4	3	3	5	3	4	1	3	2	3	3	5	2	
0	3	0	2	4	1	3	3	4	4	4	3	4	3	3	3	
0	3	1	0	4	2	3	3	3	4	4	3	3	2	1	1	
0	3	3	2	0	1	3	1	2	3	1	3	4	3	3	3	
0	2	2	1	3	0	2	4	4	3	3	2	3	2	2	2	
0	3	3	2	3	3	0	4	3	2	2	2	1	4	3	3	
0	2	2	1	3	3	3	0	1	2	3	2	3	3	2	2	
0	2	5	4	4	3	5	4	0	2	4	3	4	2	5	4	
0	4	3	3	2	2	4	2	3	0	2	1	2	4	4	4	
0	2	4	3	4	4	3	4	1	2	0	3	4	3	4	4	
0	3	3	2	1	1	3	2	2	3	1	0	1	3	3	3	
0	4	4	3	2	2	4	3	3	4	2	1	0	4	4	4	
0	3	3	2	2	1	3	3	2	4	2	1	2	0	3	3	
0	4	4	3	4	3	2	2	3	4	4	3	3	2	0	4	
0	2	4	3	3	2	4	2	3	3	3	2	2	1	4	0	
M7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	3	4	2	5	3	4	4	1	4	4	2	4	3	4	
0	2	0	3	4	3	4	1	4	3	2	1	4	1	2	1	
0	2	3	0	1	4	1	2	1	2	3	2	1	1	2	3	
0	3	3	4	0	4	3	2	4	1	2	4	2	4	3	4	
0	2	1	2	3	0	1	2	3	3	3	2	3	2	1	1	
0	3	2	3	3	3	0	1	4	2	2	1	3	2	2	2	
0	3	3	2	3	2	3	0	3	4	3	2	3	3	1	3	
0	3	5	3	2	5	4	4	0	3	4	5	4	4	5	2	
0	2	2	3	1	4	2	3	3	0	3	3	1	3	2	3	
0	3	6	4	5	6	5	6	5	4	0	5	3	5	4	2	
0	2	3	4	4	3	3	2	4	3	1	0	4	4	3	1	
0	1	4	2	2	5	2	3	3	2	4	3	0	3	1	4	
0	4	2	4	5	3	4	2	5	5	4	3	5	0	3	3	
0	3	4	1	2	5	2	3	2	3	3	3	2	2	0	4	
0	1	4	4	3	4	4	5	3	2	5	5	3	5	3	0	
Tamanho_Tarefas
0	9	16	8	11	21	5	3	4	28	17	22	14	8	21	22	
Data_Entrega
0	32	32	32	31	32	29	31	29	31	31	30	30	30	32	31	
Penalidade_Atraso
0	6	19	3	12	7	14	19	12	4	8	9	13	18	3	11	
Capacidade_Veiculo
60	55	52	80	77	
Custo_Fixo_Veiculo
600	550	520	800	770	
Coordenadas_Clientes
x	0	y	0
x	18	y	0
x	14	y	6
x	10	y	11
x	7	y	21
x	-2	y	23
x	-10	y	18
x	-20	y	14
x	-22	y	4
x	-22	y	-4
x	-17	y	-12
x	-8	y	-14
x	-2	y	-23
x	4	y	-14
x	10	y	-11
x	14	y	-6
Tempo_Viagem
0	18	15	14	22	23	20	24	22	22	20	16	23	14	14	15	
18	0	7	13	23	29	33	40	40	40	37	29	29	19	13	7	
15	7	0	6	16	22	26	34	36	37	35	29	32	22	17	12	
14	13	6	0	10	16	21	30	32	35	34	30	35	25	22	17	
22	23	16	10	0	9	17	27	33	38	40	38	44	35	32	27	
23	29	22	16	9	0	9	19	27	33	38	37	46	37	36	33	
20	33	26	21	17	9	0	10	18	25	30	32	41	34	34	33	
24	40	34	30	27	19	10	0	10	18	26	30	40	36	38	39	
22	40	36	32	33	27	18	10	0	8	16	22	32	31	35	37	
22	40	37	35	38	33	25	18	8	0	9	17	27	27	32	36	
20	37	35	34	40	38	30	26	16	9	0	9	18	21	27	31	
16	29	29	30	38	37	32	30	22	17	9	0	10	12	18	23	
23	29	32	35	44	46	41	40	32	27	18	10	0	10	16	22	
14	19	22	25	35	37	34	36	31	27	21	12	10	0	6	12	
14	13	17	22	32	36	34	38	35	32	27	18	16	6	0	6	
15	7	12	17	27	33	33	39	37	36	31	23	22	12	6	0	
Custo_Viagem
V0
0	216	180	168	264	276	240	288	264	264	240	192	276	168	168	180	
216	0	84	156	276	360	396	480	480	480	444	348	360	228	156	84	
180	84	0	72	192	276	312	408	432	444	420	348	396	264	204	144	
168	156	72	0	120	192	252	360	384	420	420	360	432	300	264	204	
264	276	192	120	0	108	204	324	396	456	480	456	528	420	384	324	
276	360	276	192	108	0	108	240	324	396	456	444	552	444	432	396	
240	396	312	252	204	108	0	120	216	300	360	384	492	408	420	396	
288	480	408	360	324	240	120	0	120	216	312	360	492	432	468	468	
264	480	432	384	396	324	216	120	0	96	192	264	396	372	420	444	
264	480	444	420	456	396	300	216	96	0	108	204	324	324	384	432	
240	444	420	420	480	456	360	312	192	108	0	108	216	252	324	372	
192	348	348	360	456	444	384	360	264	204	108	0	120	144	216	276	
276	360	396	432	528	552	492	492	396	324	216	120	0	120	192	276	
168	228	264	300	420	444	408	432	372	324	252	144	120	0	72	144	
168	156	204	264	384	432	420	468	420	384	324	216	192	72	0	72	
180	84	144	204	324	396	396	468	444	432	372	276	276	144	72	0	
V1
0	198	165	154	242	253	220	264	242	242	220	176	253	154	154	165	
198	0	77	143	253	330	363	440	440	440	407	319	330	209	143	77	
165	77	0	66	176	253	286	374	396	407	385	319	363	242	187	132	
154	143	66	0	110	176	231	330	352	385	385	330	396	275	242	187	
242	253	176	110	0	99	187	297	363	418	440	418	484	385	352	297	
253	330	253	176	99	0	99	220	297	363	418	407	506	407	396	363	
220	363	286	231	187	99	0	110	198	275	330	352	451	374	385	363	
264	440	374	330	297	220	110	0	110	198	286	330	451	396	429	429	
242	440	396	352	363	297	198	110	0	88	176	242	363	341	385	407	
242	440	407	385	418	363	275	198	88	0	99	187	297	297	352	396	
220	407	385	385	440	418	330	286	176	99	0	99	198	231	297	341	
176	319	319	330	418	407	352	330	242	187	99	0	110	132	198	253	
253	330	363	396	484	506	451	451	363	297	198	110	0	110	176	253	
154	209	242	275	385	407	374	396	341	297	231	132	110	0	66	132	
154	143	187	242	352	396	385	429	385	352	297	198	176	66	0	66	
165	77	132	187	297	363	363	429	407	396	341	253	253	132	66	0	
V2
0	187	156	145	228	239	208	249	228	228	208	166	239	145	145	156	
187	0	72	135	239	312	343	416	416	416	384	301	312	197	135	72	
156	72	0	62	166	239	270	353	374	384	364	301	343	228	176	124	
145	135	62	0	104	166	218	312	332	364	364	312	374	260	228	176	
228	239	166	104	0	93	176	280	343	395	416	395	457	364	332	280	
239	312	239	166	93	0	93	208	280	343	395	384	478	384	374	343	
208	343	270	218	176	93	0	104	187	260	312	332	426	353	364	343	
249	416	353	312	280	208	104	0	104	187	270	312	426	374	405	405	
228	416	374	332	343	280	187	104	0	83	166	228	343	322	364	384	
228	416	384	364	395	343	260	187	83	0	93	176	280	280	332	374	
208	384	364	364	416	395	312	270	166	93	0	93	187	218	280	322	
166	301	301	312	395	384	332	312	228	176	93	0	104	124	187	239	
239	312	343	374	457	478	426	426	343	280	187	104	0	104	166	239	
145	197	228	260	364	384	353	374	322	280	218	124	104	0	62	124	
145	135	176	228	332	374	364	405	364	332	280	187	166	62	0	62	
156	72	124	176	280	343	343	405	384	374	322	239	239	124	62	0	
V3
0	288	240	224	352	368	320	384	352	352	320	256	368	224	224	240	
288	0	112	208	368	480	528	640	640	640	592	464	480	304	208	112	
240	112	0	96	256	368	416	544	576	592	560	464	528	352	272	192	
224	208	96	0	160	256	336	480	512	560	560	480	576	400	352	272	
352	368	256	160	0	144	272	432	528	608	640	608	704	560	512	432	
368	480	368	256	144	0	144	320	432	528	608	592	736	592	576	528	
320	528	416	336	272	144	0	160	288	400	480	512	656	544	560	528	
384	640	544	480	432	320	160	0	160	288	416	480	656	576	624	624	
352	640	576	512	528	432	288	160	0	128	256	352	528	496	560	592	
352	640	592	560	608	528	400	288	128	0	144	272	432	432	512	576	
320	592	560	560	640	608	480	416	256	144	0	144	288	336	432	496	
256	464	464	480	608	592	512	480	352	272	144	0	160	192	288	368	
368	480	528	576	704	736	656	656	528	432	288	160	0	160	256	368	
224	304	352	400	560	592	544	576	496	432	336	192	160	0	96	192	
224	208	272	352	512	576	560	624	560	512	432	288	256	96	0	96	
240	112	192	272	432	528	528	624	592	576	496	368	368	192	96	0	
V4
0	277	231	215	338	354	308	369	338	338	308	246	354	215	215	231	
277	0	107	200	354	462	508	616	616	616	569	446	462	292	200	107	
231	107	0	92	246	354	400	523	554	569	539	446	508	338	261	184	
215	200	92	0	154	246	323	462	492	539	539	462	554	385	338	261	
338	354	246	154	0	138	261	415	508	585	616	585	677	539	492	415	
354	462	354	246	138	0	138	308	415	508	585	569	708	569	554	508	
308	508	400	323	261	138	0	154	277	385	462	492	631	523	539	508	
369	616	523	462	415	308	154	0	154	277	400	462	631	554	600	600	
338	616	554	492	508	415	277	154	0	123	246	338	508	477	539	569	
338	616	569	539	585	508	385	277	123	0	138	261	415	415	492	554	
308	569	539	539	616	585	462	400	246	138	0	138	277	323	415	477	
246	446	446	462	585	569	492	462	338	261	138	0	154	184	277	354	
354	462	508	554	677	708	631	631	508	415	277	154	0	154	246	354	
215	292	338	385	539	569	523	554	477	415	323	184	154	0	92	184	
215	200	261	338	492	554	539	600	539	492	415	277	246	92	0	92	
231	107	184	261	415	508	508	600	569	554	477	354	354	184	92	0	
Velocidade_Veiculos
1	1	1	1	1	
