M: 2
N: 50
Nun_Veiculos: 22
Capacidade_Total: 1949
Demanda_Total: 1025
Setup_Min: 1
Setup_Max: 99
Raio: 20
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 3
Tempos_Processamentos
0	0	1	0	
0	15	1	40	
0	47	1	1	
0	14	1	48	
0	12	1	35	
0	9	1	11	
0	27	1	26	
0	3	1	42	
0	15	1	21	
0	36	1	18	
0	20	1	7	
0	26	1	1	
0	18	1	44	
0	34	1	16	
0	47	1	26	
0	6	1	1	
0	18	1	11	
0	30	1	37	
0	4	1	47	
0	18	1	27	
0	32	1	25	
0	30	1	11	
0	34	1	12	
0	12	1	19	
0	23	1	35	
0	14	1	11	
0	49	1	24	
0	30	1	44	
0	19	1	12	
0	21	1	47	
0	31	1	47	
0	37	1	35	
0	11	1	11	
0	21	1	3	
0	39	1	6	
0	29	1	14	
0	48	1	30	
0	39	1	4	
0	45	1	40	
0	29	1	26	
0	18	1	15	
0	43	1	43	
0	28	1	24	
0	35	1	6	
0	36	1	35	
0	11	1	39	
0	43	1	19	
0	5	1	3	
0	43	1	5	
0	21	1	44	
0	11	1	17	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	8	10	8	5	9	10	11	8	6	8	6	15	19	8	8	11	9	5	2	8	7	8	10	8	11	6	5	8	4	2	6	5	9	10	7	13	9	10	8	7	15	6	12	12	9	9	9	1	12	
0	10	0	10	13	4	13	13	10	11	10	11	6	22	22	13	11	11	12	9	12	8	10	1	9	15	12	14	15	12	13	7	10	11	8	10	12	12	9	15	8	9	16	5	11	11	10	15	11	11	11	
0	8	6	0	6	10	13	10	16	10	7	8	5	17	17	11	1	1	7	6	10	8	10	7	8	12	18	10	13	16	12	8	4	8	7	9	7	13	6	14	7	8	6	4	10	10	8	14	11	9	9	
0	2	5	2	0	7	11	5	13	4	7	3	7	11	16	8	3	3	1	6	4	10	5	6	3	9	12	8	7	10	6	2	6	7	9	10	1	8	1	8	1	7	8	6	12	5	3	11	11	3	4	
0	6	4	9	9	0	11	12	6	7	9	10	2	18	18	9	10	10	8	11	8	9	11	5	5	14	15	10	11	8	9	3	9	11	4	6	8	8	8	11	4	5	15	1	7	7	6	11	8	7	7	
0	4	12	10	10	9	0	12	15	12	10	11	10	19	19	12	11	11	11	9	6	12	11	4	6	12	15	10	9	12	8	6	10	9	13	14	11	12	9	6	11	11	16	10	16	8	11	13	13	5	12	
0	9	7	10	10	11	9	0	17	10	12	11	5	20	19	12	11	11	10	14	11	12	11	8	8	17	15	15	14	17	13	11	8	14	7	9	11	12	9	11	7	3	16	4	10	8	9	10	11	10	8	
0	9	10	12	13	14	15	8	0	7	6	6	8	17	24	11	6	12	7	8	11	6	8	6	11	14	15	4	14	17	9	9	9	8	8	12	6	2	14	8	10	9	12	7	4	13	12	16	9	10	16	
0	11	9	9	9	13	9	6	19	0	13	10	7	20	18	15	10	10	10	12	13	17	11	10	10	18	8	8	16	18	13	11	13	14	13	11	10	11	8	12	8	3	15	10	16	7	10	16	13	12	11	
0	13	13	18	18	9	17	17	15	11	0	19	11	26	27	10	17	16	17	13	15	10	12	13	14	19	18	19	17	17	17	12	12	12	5	15	10	17	17	11	13	14	21	10	8	16	15	16	13	14	16	
0	11	6	6	9	10	11	2	16	5	4	0	7	20	21	5	7	7	10	3	10	8	10	7	10	9	13	7	12	15	5	11	4	5	9	11	6	14	10	11	6	5	7	6	12	10	8	12	11	12	10	
0	12	2	10	10	6	9	13	12	11	12	11	0	21	19	15	11	11	11	11	11	10	11	3	11	17	14	16	17	14	14	9	12	12	10	4	11	12	9	15	8	3	16	7	13	8	10	17	6	13	12	
0	3	6	3	1	8	12	6	14	5	8	4	8	0	17	9	4	4	2	7	5	11	6	7	4	10	13	9	8	11	7	3	7	8	10	11	2	9	2	9	2	8	9	7	13	6	4	12	12	4	5	
0	6	4	11	12	8	2	11	14	5	4	12	2	21	0	6	12	8	13	11	8	4	6	4	8	14	13	12	11	14	10	7	8	6	1	6	4	14	10	8	7	5	1	4	2	10	9	14	7	7	11	
0	14	4	12	12	8	15	15	14	10	7	13	8	17	23	0	7	7	13	6	13	11	13	3	13	12	14	12	7	10	10	11	2	8	12	12	1	16	11	12	7	10	12	9	15	15	9	11	14	15	14	
0	15	12	16	17	16	22	13	22	16	14	11	13	16	29	16	0	17	12	13	17	18	16	11	16	14	22	9	20	23	16	17	14	15	15	17	17	22	18	13	15	16	18	12	18	18	17	22	19	16	21	
0	7	6	7	5	10	12	10	16	9	11	8	4	16	16	11	8	0	6	11	9	7	9	7	7	14	17	13	12	15	11	7	11	12	6	8	6	13	6	13	6	7	5	3	9	9	8	13	10	8	9	
0	13	12	10	11	15	19	15	21	11	14	14	10	10	23	18	11	11	0	13	11	17	4	8	10	8	19	16	18	21	14	5	11	15	17	9	10	16	12	17	10	13	16	14	20	12	12	19	10	11	15	
0	8	3	8	11	7	10	14	13	9	1	12	8	22	20	5	9	9	12	0	7	5	7	4	12	6	15	14	12	15	12	8	1	2	6	12	6	13	10	12	6	4	14	8	9	9	8	16	8	9	13	
0	15	13	15	13	10	14	10	16	9	11	13	11	20	25	11	13	9	14	10	0	13	12	13	15	16	9	11	10	13	9	7	11	10	14	15	12	18	14	13	6	12	14	11	17	16	8	14	16	6	17	
0	3	10	9	9	8	12	12	14	8	6	10	8	18	18	11	10	10	10	8	5	0	2	6	10	11	14	9	8	11	7	3	9	8	11	7	7	11	8	13	6	10	15	9	5	7	8	12	3	4	11	
0	16	8	13	14	11	15	16	17	14	12	14	6	25	25	14	14	12	15	11	12	13	0	4	14	17	15	12	21	19	10	1	7	11	15	5	6	18	12	16	12	9	17	12	18	14	14	15	6	7	15	
0	16	12	9	14	16	12	12	22	15	9	10	14	25	23	15	10	10	15	13	14	17	12	0	10	19	11	17	19	21	15	13	13	15	14	17	15	15	8	18	15	15	15	13	17	12	10	22	18	17	11	
0	6	9	4	4	11	15	7	17	8	9	5	9	15	13	10	5	5	5	8	8	12	9	10	0	13	16	10	9	12	8	6	8	10	11	13	5	6	3	9	5	10	10	8	14	2	5	15	15	7	6	
