M: 4
N: 50
Nun_Veiculos: 13
Capacidade_Total: 1075
Demanda_Total: 884
Setup_Min: 1
Setup_Max: 9
Raio: 20
Circulos: 1
Tempo_Processamento_Min: 1
Tempo_Processamento_Max: 49
Demanda_Min: 10
Demanda_Max: 30
Priority_Factor: 0.2
Range_Factor_R: 0.8
U_factor: 2
ALpha: 0.2Replicao: 1
Tempos_Processamentos
0	0	1	0	2	0	3	0	
0	2	1	42	2	33	3	33	
0	38	1	16	2	19	3	34	
0	4	1	31	2	7	3	45	
0	47	1	41	2	25	3	48	
0	42	1	49	2	36	3	35	
0	27	1	38	2	39	3	23	
0	46	1	21	2	26	3	45	
0	33	1	31	2	7	3	2	
0	45	1	41	2	19	3	34	
0	40	1	14	2	25	3	10	
0	5	1	6	2	40	3	23	
0	36	1	32	2	24	3	26	
0	39	1	16	2	24	3	25	
0	37	1	30	2	33	3	49	
0	37	1	19	2	43	3	7	
0	39	1	37	2	8	3	17	
0	2	1	27	2	18	3	46	
0	37	1	1	2	37	3	22	
0	9	1	46	2	41	3	38	
0	46	1	47	2	24	3	12	
0	34	1	9	2	40	3	38	
0	22	1	44	2	18	3	29	
0	40	1	40	2	34	3	33	
0	48	1	12	2	1	3	18	
0	29	1	49	2	25	3	15	
0	32	1	47	2	42	3	13	
0	33	1	11	2	10	3	30	
0	42	1	22	2	6	3	20	
0	6	1	33	2	43	3	26	
0	19	1	48	2	11	3	19	
0	39	1	29	2	17	3	23	
0	39	1	15	2	45	3	5	
0	47	1	17	2	40	3	21	
0	43	1	31	2	16	3	33	
0	26	1	31	2	5	3	34	
0	8	1	15	2	28	3	25	
0	18	1	22	2	3	3	21	
0	1	1	34	2	10	3	18	
0	31	1	36	2	25	3	7	
0	42	1	4	2	1	3	2	
0	3	1	16	2	45	3	43	
0	18	1	34	2	1	3	33	
0	2	1	20	2	28	3	35	
0	10	1	30	2	43	3	42	
0	46	1	38	2	8	3	45	
0	37	1	11	2	7	3	15	
0	4	1	15	2	13	3	29	
0	29	1	48	2	43	3	8	
0	23	1	22	2	6	3	14	
0	44	1	33	2	20	3	17	

Tempos_setup
M0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	3	3	3	1	2	3	1	3	3	3	3	1	3	1	2	3	2	2	2	1	3	3	3	3	2	3	2	3	4	3	2	3	2	2	2	2	3	3	2	2	3	3	2	2	3	2	2	3	2	
0	2	0	3	2	3	3	2	3	2	3	1	3	3	3	3	2	3	3	3	3	2	2	1	2	2	2	3	3	2	3	1	2	2	3	2	3	2	2	4	1	3	2	3	3	3	3	2	3	2	2	
0	3	3	0	1	1	2	2	2	3	3	2	3	2	3	3	3	2	3	2	2	3	3	2	2	3	3	3	2	3	2	3	2	3	3	3	3	2	3	1	2	2	3	2	2	3	3	3	3	2	3	
0	3	3	3	0	2	3	1	1	2	3	1	2	1	2	2	2	3	2	1	3	2	2	1	1	2	3	3	2	2	2	3	2	2	3	2	3	3	2	2	2	1	2	2	2	2	2	2	3	2	2	
0	2	2	2	2	0	1	3	3	2	2	2	3	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	3	2	1	2	3	3	3	2	2	2	1	1	3	3	3	2	3	2	2	2	3	
0	3	3	2	1	2	0	2	2	2	4	2	3	2	3	2	3	3	1	2	1	1	3	2	2	2	3	1	3	2	3	2	3	1	3	2	2	2	2	2	2	1	3	3	2	2	3	1	1	2	3	
0	3	3	2	3	3	2	0	3	2	3	2	2	1	3	3	2	2	3	2	2	2	3	2	3	3	3	3	1	2	3	2	3	3	3	2	2	2	3	2	2	3	3	1	1	2	3	3	2	3	3	
0	3	3	3	3	2	3	3	0	2	3	2	3	2	4	3	3	3	1	3	3	2	4	3	3	3	3	3	3	2	3	2	2	3	3	2	2	4	2	4	3	3	3	4	1	3	2	4	4	2	3	
0	1	3	3	2	2	2	2	1	0	3	3	3	2	3	1	1	2	2	3	3	2	2	3	1	2	1	2	3	1	3	3	3	3	2	3	3	2	2	2	2	2	3	2	2	3	2	2	2	3	2	
